Time (s),GSR Value
0.0001659393310546875,451
0.13362693786621094,745
0.23769712448120117,649
0.34234094619750977,514
0.44675111770629883,573
0.5511569976806641,585
0.6554639339447021,559
0.7601039409637451,505
0.8642771244049072,469
0.9687619209289551,455
1.0729968547821045,450
1.1773788928985596,449
1.2813341617584229,453
1.3858089447021484,450
1.4896788597106934,457
1.641822099685669,454
1.6418399810791016,456
1.7457668781280518,734
1.9835479259490967,621
1.983564853668213,438
2.0874669551849365,438
2.1919918060302734,450
2.2958438396453857,448
2.4004690647125244,449
2.504818916320801,449
2.609328031539917,441
2.7135419845581055,440
2.817981004714966,437
2.9223530292510986,439
3.0268490314483643,440
3.1312878131866455,446
3.235801935195923,451
3.3396708965301514,451
3.4919400215148926,733
3.5958800315856934,627
3.700363874435425,436
3.8330819606781006,449
3.833099842071533,456
3.937174081802368,456
4.040723085403442,457
4.145005941390991,464
4.249529838562012,465
4.354273796081543,458
4.4576640129089355,455
4.561967849731445,458
4.665819883346558,451
4.76923394203186,450
4.873004913330078,447
4.976766109466553,443
5.080219030380249,756
5.184674978256226,610
5.318099021911621,425
5.4216179847717285,432
5.554774045944214,433
5.684936046600342,430
5.684977054595947,430
5.788184881210327,475
5.892525911331177,420
5.996464967727661,424
6.099869966506958,424
6.203894138336182,488
6.334430932998657,416
6.437860012054443,417
6.541182994842529,422
6.667326927185059,414
6.771225929260254,682
6.875442028045654,579
6.9789299964904785,398
7.0823609828948975,404
7.186079025268555,461
7.316850900650024,410
7.4508819580078125,409
7.450900077819824,408
7.583884954452515,480
7.717655897140503,404
7.821707010269165,408
7.926265001296997,411
8.066676139831543,438
8.06669282913208,457
8.1699800491333,402
8.27397108078003,415
8.378267049789429,659
8.522905826568604,608
8.664568901062012,399
8.803715944290161,422
8.803788900375366,434
8.907999038696289,419
9.012225866317749,499
9.152889966964722,429
9.256292819976807,419
9.360652923583984,424
9.506793975830078,430
9.610625743865967,458
9.610646963119507,484
9.714470863342285,428
9.817727088928223,431
9.921197891235352,426
10.055051803588867,688
10.184020042419434,618
10.320151805877686,425
10.449887990951538,458
10.586978912353516,436
10.586997032165527,441
10.69049882888794,510
10.79515290260315,474
10.898462057113647,470
11.04614782333374,438
11.184984922409058,448
11.18500304222107,466
11.288218975067139,501
11.392523050308228,453
11.496396780014038,485
11.600857973098755,476
11.704992055892944,616
11.809295892715454,572
11.961825132369995,552
12.065582990646362,457
12.200263977050781,439
12.20028305053711,472
12.304306030273438,483
12.408298015594482,502
12.511865854263306,448
12.616019010543823,541
12.720269918441772,447
12.873641014099121,467
12.977458953857422,579
13.116943836212158,484
13.11696195602417,482
13.219888925552368,450
13.349788904190063,630
13.48438310623169,475
13.617865085601807,638
13.617932796478271,547
13.751271963119507,471
13.884191036224365,435
13.987353801727295,490
14.116268873214722,537
14.251330852508545,447
14.251365900039673,521
14.391148090362549,477
14.494905948638916,515
14.598589897155762,465
14.733987808227539,536
14.86717700958252,479
14.867194890975952,439
15.014050960540771,444
15.162956953048706,725
15.300498962402344,612
15.300546884536743,499
15.441880941390991,430
15.567166090011597,441
15.701748132705688,476
15.701794862747192,513
15.80532693862915,526
15.909902811050415,583
16.05194616317749,460
16.155045986175537,504
16.25918197631836,509
16.362674951553345,460
16.466349840164185,480
16.602025985717773,478
16.602055072784424,477
16.742454767227173,659
16.896233081817627,527
17.034805059432983,567
17.034854888916016,433
17.168109893798828,441
17.304088830947876,474
17.433979988098145,568
17.433997869491577,536
17.57063579559326,586
17.70148205757141,502
17.834819793701172,465
17.83487892150879,499
17.97126293182373,525
18.101194143295288,576
18.20525813102722,438
18.30996298789978,567
18.451596975326538,501
18.451629877090454,618
18.5854070186615,489
18.719863891601562,586
18.852269887924194,474
18.9563570022583,493
19.085596084594727,497
19.08562994003296,604
19.218614101409912,556
19.322753190994263,502
19.449832916259766,518
19.5538649559021,451
19.65805196762085,616
19.7831609249115,503
19.78317904472351,530
19.991596937179565,571
19.99161982536316,481
20.095762968063354,585
20.199905157089233,538
20.3042049407959,516
20.43299889564514,492
20.536998987197876,458
20.641402006149292,464
20.766910076141357,611
20.87016987800598,645
20.974053859710693,523
21.077610969543457,559
21.181377172470093,448
21.285799980163574,509
21.41643977165222,541
21.416458129882812,507
21.520526885986328,500
21.6250638961792,633
21.763749837875366,556
21.86775302886963,610
21.97206997871399,488
22.077040910720825,526
22.181335926055908,462
22.285712957382202,469
22.38968515396118,532
22.494011878967285,671
22.637376070022583,603
22.74047589302063,452
22.871577978134155,521
22.975388050079346,464
23.07916808128357,600
23.18266201019287,519
23.318193912506104,562
23.318211793899536,508
23.42146897315979,474
23.526054859161377,566
23.667234897613525,491
23.771207094192505,528
23.87565302848816,554
23.98003387451172,449
24.08432388305664,590
24.188714027404785,624
24.293097019195557,541
24.396790027618408,471
24.501121759414673,452
24.605485916137695,491
24.709803104400635,535
24.81419801712036,516
24.918689966201782,567
25.02304697036743,509
25.17513084411621,520
25.175148963928223,501
25.27913188934326,539
25.383307933807373,530
25.51638102531433,474
25.620343923568726,451
25.72465205192566,563
25.829072952270508,513
25.93338704109192,641
26.037652015686035,512
26.141966819763184,522
26.24548101425171,452
26.350116968154907,518
26.453750133514404,554
26.55785298347473,494
26.662104845046997,582
26.766685962677002,523
26.87015414237976,538
26.97440195083618,501
27.07887077331543,521
27.18294596672058,522
27.329631090164185,499
27.329652070999146,450
27.43346905708313,676
27.64157199859619,615
27.74521780014038,472
27.84946894645691,449
27.98487401008606,460
27.984891891479492,567
28.0881187915802,569
28.192460775375366,567
28.325166940689087,593
