Time (s),GSR Value
0.0745210647583007,344.0
0.2745766027725953,344.0
0.47463214078689,341.15989249109117
0.6746876788011846,341.7548043883309
0.8747432168154793,483.05862681291586
1.0747987548297742,506.0
1.2748542928440687,506.51142050468184
1.4749098308583632,437.0
1.674965368872658,427.7563045841124
1.8750209068869528,383.678600452126
2.0750764449012475,303.0232856941829
2.275131982915542,299.0
2.4751875209298366,391.0
2.6752430589441314,445.36488208783817
2.8752985969584257,269.03162834284734
3.0753541349727205,329.3476303590864
3.2754096729870152,320.9496528438894
3.47546521100131,336.31347978850874
3.6755207490156048,240.0
3.875576287029899,228.0
4.075631825044194,265.3691904166875
4.275687363058489,351.0
4.475742901072783,351.0
4.675798439087078,322.3606503443808
4.8758539771013725,285.0
5.075909515115667,285.0
5.275965053129962,252.79017320293588
5.476020591144256,188.0
5.676076129158551,187.0
5.876131667172846,186.5941432399283
6.07618720518714,179.0
6.276242743201435,176.31973559203482
6.47629828121573,176.0
6.676353819230024,183.0
6.876409357244319,185.92633096409426
7.0764648952586136,201.1057556987674
7.276520433272909,208.0
7.476575971287203,220.0318686628953
7.676631509301497,240.30372838876826
7.876687047315793,260.1289752299428
8.076742585330088,275.0
8.276798123344381,278.3876638931963
8.476853661358676,275.05564098837743
8.676909199372972,263.54594141685357
8.876964737387265,219.0
9.07702027540156,214.0
9.277075813415856,213.34216160715715
9.477131351430149,207.38800338714694
9.677186889444444,201.0059207318415
9.87724242745874,198.0
10.077297965473033,198.0
10.277353503487328,196.7423246226648
10.477409041501623,192.82041454187345
10.677464579515917,188.30514901110737
10.877520117530212,188.0
11.077575655544507,188.0
11.2776311935588,187.13645825063267
11.477686731573096,183.86609139697006
11.677742269587391,187.0
11.877797807601686,182.06149854143143
12.07785334561598,184.39031409148873
12.277908883630275,180.0
12.47796442164457,178.23000762720014
12.678019959658863,177.0
12.878075497673159,174.65141891010444
13.078131035687454,166.98181309947827
13.278186573701747,161.0
13.478242111716042,145.1655345360635
13.678297649730338,158.35080134099962
13.878353187744631,188.0
14.078408725758926,214.47461431444177
14.278464263773222,248.11163097181347
14.478519801787517,297.0
14.67857533980181,305.5112828408444
14.878630877816105,307.0
15.0786864158304,307.0
15.278741953844694,307.0
15.47879749185899,289.0
15.678853029873284,289.10788755946345
15.878908567887578,296.023829809108
16.078964105901875,297.0
16.27901964391617,286.1787998812736
16.47907518193046,273.17136056908487
16.67913071994476,272.0
16.879186257959052,265.8991618536349
17.079241795973346,243.8300824631428
17.279297333987643,224.55802335446288
17.479352872001936,221.82001733173223
17.67940841001623,207.7165897896276
17.879463948030526,207.0
18.07951948604482,206.0
18.279575024059113,207.0
18.47963056207341,207.0
18.679686100087704,207.0
18.879741638101997,197.0
19.079797176116294,204.97443792360735
19.279852714130588,217.0
19.47990825214488,213.60469590684914
19.679963790159178,206.05157909569175
19.88001932817347,194.0
20.080074866187765,194.0
20.280130404202062,191.4996867888643
20.480185942216355,180.0
20.68024148023065,178.0
20.880297018244946,174.0
21.08035255625924,169.30099215455255
21.280408094273533,162.29020030558513
21.48046363228783,159.45930654941296
21.680519170302123,159.0
21.880574708316416,154.53850639350762
22.080630246330713,147.39980043447153
22.280685784345007,146.0
22.4807413223593,148.0
22.680796860373597,147.40630209049712
22.88085239838789,146.0
23.080907936402188,146.0
