Time (s),GSR Value
0.0595080852508544,1254.0
0.25955587822801135,1318.0
0.4596036712051683,1328.1568950812198
0.6596514641823253,1333.0
0.8596992571594823,1338.8118201636594
1.0597470501366393,1333.0
1.2597948431137964,1333.0
1.4598426360909533,1335.0
1.6598904290681102,1336.4978174221078
1.8599382220452672,1306.6753621501787
2.059986015022424,1299.7910888973765
2.260033807999581,1211.0
2.4600816009767383,1266.3051025972616
2.6601293939538952,1233.424564862127
2.860177186931052,1217.1478652761405
3.060224979908209,1217.0
3.260272772885366,1209.6703608420387
3.460320565862523,1228.350923296184
3.66036835883968,1226.1064279992995
3.8604161518168367,1188.0
4.060463944793994,1224.0
4.260511737771151,1224.0
4.4605595307483075,1219.0
4.660607323725465,1203.906076345267
4.860655116702622,1231.0
5.060702909679779,1231.0
5.260750702656936,1231.0
5.4607984956340925,1193.6489233594348
5.66084628861125,1171.9270330947402
5.860894081588406,1210.139323519342
6.060941874565564,1240.0
6.26098966754272,1216.0
6.4610374605198775,1215.0159301872177
6.661085253497035,1216.0
6.861133046474191,1224.5603593499532
7.061180839451349,1246.0
7.261228632428505,1211.24958339109
7.4612764254056625,1230.0
7.661324218382819,1230.0
7.861372011359976,1228.0
8.061419804337133,1228.0
8.26146759731429,1234.0
8.461515390291448,1302.1033766947255
8.661563183268605,1272.1735164817644
8.86161097624576,1244.8300405097552
9.061658769222918,1314.0376707615017
9.261706562200075,1315.0
9.461754355177233,1306.078177247598
9.66180214815439,1287.2041621583026
9.861849941131545,1236.0
10.061897734108703,1274.6173461059154
10.26194552708586,1276.177022675579
10.461993320063018,1298.318743048106
10.662041113040173,1248.4067485104783
10.86208890601733,1243.0
11.062136698994488,1243.0
11.262184491971645,1292.0
11.462232284948803,1287.397425921787
11.662280077925958,1266.5397180649807
11.862327870903115,1384.6439813674845
12.062375663880273,1315.5169418523574
12.26242345685743,1297.4656260512288
12.462471249834586,1284.0
12.662519042811743,1284.0
12.8625668357889,1307.0
13.062614628766058,1320.3697502616103
13.262662421743215,1300.4893122369845
13.46271021472037,1262.0
13.662758007697528,1319.0
13.862805800674685,1318.8291287247766
14.062853593651843,1295.0
14.262901386628998,1289.4820742861777
14.462949179606156,1282.0
14.662996972583313,1282.0
14.86304476556047,1360.2541773115313
15.063092558537628,1351.5297094480682
15.263140351514783,1356.7622136349794
15.46318814449194,1282.0
15.663235937469098,1279.5332169741544
15.863283730446256,1290.0
16.06333152342341,1290.0
16.26337931640057,1286.282684056465
16.463427109377726,1275.5335899486429
16.66347490235488,1265.8989431858058
16.86352269533204,1333.1066997165917
17.063570488309196,1340.0
17.263618281286355,1340.0
17.46366607426351,1313.5628467437205
17.663713867240666,1317.0
17.863761660217826,1317.0
18.06380945319498,1313.8689082789438
18.26385724617214,1309.0
18.463905039149296,1309.0
18.66395283212645,1371.0
18.86400062510361,1387.3365519703766
19.064048418080766,1359.209740216065
19.264096211057925,1298.8522338083849
19.46414400403508,1341.136899867622
19.664191797012236,1344.0907345995565
19.864239589989396,1335.8488925111858
20.06428738296655,1335.813393362241
20.264335175943707,1282.0
20.464382968920866,1257.0
20.66443076189802,1304.0
20.86447855487518,1304.0
21.064526347852336,1303.3350157923483
21.26457414082949,1301.4764391367896
21.46462193380665,1356.9382585713774
21.664669726783806,1376.5992326931482
21.864717519760966,1375.4599253139256
22.06476531273812,1320.8644861381845
22.264813105715277,1316.8791200504907
22.464860898692436,1310.4234076137616
22.66490869166959,1329.870226438849
22.86495648464675,1351.1451479390944
23.065004277623906,1342.045489779489
23.26505207060106,1333.3256500777786
23.46509986357822,1348.1654330060526
23.665147656555376,1354.0
23.865195449532532,1329.0
24.06524324250969,1328.1713340728693
24.265291035486847,1330.6066716658268
24.465338828464006,1380.3265434176524
24.66538662144116,1386.0
24.865434414418317,1375.2372013413653
25.065482207395476,1343.2031004574828
25.26553000037263,1348.0
25.46557779334979,1351.9336175920164
25.665625586326946,1342.1940454652572
25.865673379304102,1337.0
26.06572117228126,1348.2971857988912
26.265768965258417,1378.0
26.465816758235576,1351.691203849384
26.66586455121273,1355.0997965274778
26.865912344189887,1352.0081533329915
27.065960137167046,1346.0955199472971
27.2660079301442,1305.0
27.46605572312136,1305.0
27.666103516098516,1342.0
27.866151309075672,1364.8032411436366
28.06619910205283,1364.0
28.266246895029987,1364.0
28.466294688007142,1363.5896202629924
28.6663424809843,1358.115707618647
28.866390273961457,1338.7408614448455
29.066438066938616,1314.0
29.266485859915772,1398.9108952491254
29.466533652892927,1405.0
29.666581445870086,1364.536316288868
29.866629238847242,1358.2394206532406
30.0666770318244,1360.1554121105473
30.266724824801557,1368.9503013932995
30.466772617778712,1377.0
30.66682041075587,1323.9055047767897
30.866868203733027,1325.5473104071098
31.066915996710186,1337.9874789209673
31.266963789687342,1342.0265406007916
31.467011582664497,1334.0
31.667059375641657,1359.0
31.867107168618812,1359.0
32.06715496159597,1364.3663510238262
32.26720275457313,1354.0
32.467250547550286,1307.2531646614314
32.66729834052744,1310.0
32.8673461335046,1392.098148065187
33.067393926481756,1399.0
33.26744171945891,1383.0523103981316
33.46748951243607,1372.0
33.66753730541323,1368.4144543437085
33.867585098390386,1362.9448377568417
34.06763289136754,1334.0
34.2676806843447,1323.343928316042
34.467728477321856,1363.7700455846082
34.66777627029901,1377.0
34.86782406327617,1402.8677510239381
35.067871856253326,1399.3583218379279
35.26791964923048,1386.2179572323264
35.46796744220764,1326.0
35.6680152351848,1331.8009911214103
35.86806302816195,1333.3296503291729
36.06811082113911,1335.6630653807506
36.26815861411627,1363.0
36.468206407093426,1376.0
36.66825420007058,1377.1825148546704
36.86830199304774,1378.0
37.068349786024896,1349.5021000692518
37.26839757900205,1331.0
37.46844537197921,1331.0
37.66849316495637,1335.6244158001548
37.86854095793352,1368.8568201273588
38.06858875091068,1390.3592552227942
38.26863654388784,1389.1795697050106
38.468684336864996,1374.8009127709595
38.66873212984215,1380.6691031261635
38.86877992281931,1341.0
39.068827715796466,1341.2010961959554
39.26887550877362,1345.379849487932
39.46892330175078,1368.0214320083571
39.66897109472794,1412.0
39.86901888770509,1382.0
